iter	Passed	Remaining
847	5185	3986
848	5193	3982
849	5199	3976
850	5203	3968
851	5210	3962
852	5217	3957
853	5223	3951
854	5230	3945
855	5237	3940
856	5244	3934
857	5251	3929
858	5258	3923
859	5264	3917
860	5271	3912
861	5278	3906
862	5284	3900
863	5287	3892
864	5293	3886
865	5300	3880
866	5308	3875
867	5315	3870
868	5322	3864
869	5329	3859
870	5336	3853
871	5343	3848
872	5350	3843
873	5358	3838
874	5361	3829
875	5366	3822
876	5373	3817
877	5380	3811
878	5386	3805
879	5394	3800
880	5401	3794
881	5408	3789
882	5414	3783
883	5421	3778
884	5429	3772
885	5431	3764
886	5438	3758
887	5445	3753
888	5448	3744
889	5454	3738
890	5461	3732
891	5464	3724
892	5465	3715
893	5472	3709
894	5474	3700
895	5476	3691
896	5483	3686
897	5488	3679
898	5489	3670
899	5496	3664
900	5504	3659
901	5511	3653
902	5517	3647
903	5520	3639
904	5527	3633
905	5534	3628
906	5540	3622
907	5548	3617
908	5554	3611
909	5560	3605
910	5567	3599
911	5574	3594
912	5578	3586
913	5586	3581
914	5591	3574
915	5593	3565
916	5600	3560
917	5606	3554
918	5614	3549
919	5621	3544
920	5628	3538
921	5635	3533
922	5643	3527
923	5650	3522
924	5657	3516
925	5664	3511
926	5666	3502
927	5673	3497
928	5675	3488
929	5682	3482
930	5689	3477
931	5695	3471
932	5702	3465
933	5710	3460
934	5717	3455
935	5725	3449
936	5732	3444
937	5739	3438
938	5743	3431
939	5750	3425
940	5757	3420
941	5759	3411
942	5767	3406
943	5770	3398
944	5778	3393
945	5782	3386
946	5788	3380
947	5791	3372
948	5796	3365
949	5803	3359
950	5810	3354
951	5815	3347
952	5822	3341
953	5828	3336
954	5835	3330
955	5841	3323
956	5849	3318
957	5855	3312
958	5862	3307
959	5869	3301
960	5877	3296
961	5884	3290
962	5887	3282
963	5893	3276
964	5896	3269
965	5903	3263
966	5911	3258
967	5918	3252
968	5925	3247
969	5933	3241
970	5940	3236
971	5947	3230
972	5954	3224
973	5961	3219
974	5968	3213
975	5970	3205
976	5977	3199
977	5984	3194
978	5987	3186
979	5993	3180
980	6000	3174
981	6007	3168
982	6014	3163
983	6017	3155
984	6021	3148
985	6027	3142
986	6035	3136
987	6042	3131
988	6049	3125
989	6056	3120
990	6063	3114
991	6070	3108
992	6077	3103
993	6082	3096
994	6089	3090
995	6096	3085
996	6102	3078
997	6109	3072
998	6115	3067
999	6122	3061
1000	6128	3055
1001	6133	3048
1002	6141	3043
1003	6148	3037
1004	6155	3031
1005	6162	3026
1006	6169	3020
1007	6176	3014
1008	6183	3009
1009	6189	3003
1010	6197	2997
1011	6204	2992
1012	6211	2985
1013	6218	2980
1014	6220	2972
1015	6227	2966
1016	6234	2961
1017	6242	2955
1018	6249	2950
1019	6256	2944
1020	6262	2938
1021	6269	2932
1022	6277	2926
1023	6280	2919
1024	6288	2913
1025	6295	2908
1026	6301	2902
1027	6309	2896
1028	6316	2891
1029	6322	2885
1030	6330	2879
1031	6338	2874
1032	6340	2866
1033	6347	2860
1034	6355	2855
1035	6362	2849
1036	6368	2843
1037	6375	2837
1038	6380	2830
1039	6387	2825
1040	6389	2817
1041	6396	2811
1042	6403	2805
1043	6408	2799
1044	6415	2793
1045	6419	2786
1046	6426	2780
1047	6434	2775
1048	6441	2769
1049	6449	2763
1050	6456	2758
1051	6463	2752
1052	6467	2745
1053	6473	2739
1054	6480	2733
1055	6487	2727
1056	6493	2721
1057	6500	2715
1058	6506	2709
1059	6512	2703
1060	6519	2697
1061	6526	2691
1062	6533	2686
1063	6536	2678
1064	6543	2672
1065	6549	2666
1066	6556	2660
1067	6563	2655
1068	6570	2649
1069	6576	2643
1070	6583	2636
1071	6590	2631
1072	6597	2625
1073	6603	2619
1074	6610	2613
1075	6616	2607
1076	6624	2601
1077	6632	2596
1078	6639	2590
1079	6645	2584
1080	6652	2578
1081	6659	2572
1082	6663	2565
1083	6669	2559
1084	6676	2553
1085	6683	2548
1086	6690	2542
1087	6697	2536
1088	6704	2530
1089	6706	2522
1090	6713	2516
1091	6720	2511
1092	6724	2504
1093	6729	2497
1094	6735	2491
1095	6743	2485
1096	6750	2479
1097	6756	2473
1098	6763	2467
1099	6769	2461
1100	6777	2456
1101	6785	2450
1102	6786	2442
1103	6795	2437
1104	6798	2430
1105	6804	2424
1106	6811	2418
1107	6818	2412
1108	6825	2406
1109	6832	2400
1110	6839	2394
1111	6843	2387
1112	6848	2381
1113	6855	2375
1114	6862	2369
1115	6873	2364
1116	6880	2359
1117	6886	2353
1118	6894	2347
1119	6901	2341
1120	6903	2333
1121	6910	2328
1122	6916	2321
1123	6923	2316
1124	6930	2310
1125	6934	2303
1126	6941	2297
1127	6948	2291
1128	6955	2285
1129	6962	2279
1130	6970	2274
1131	6977	2268
1132	6983	2261
1133	6989	2255
1134	6996	2249
1135	7002	2243
1136	7008	2237
1137	7015	2231
1138	7021	2225
1139	7026	2218
1140	7032	2212
1141	7038	2206
1142	7045	2200
1143	7050	2194
1144	7057	2187
1145	7058	2180
1146	7064	2174
1147	7072	2168
1148	7076	2161
1149	7079	2154
1150	7085	2148
1151	7093	2142
1152	7099	2136
1153	7106	2130
1154	7113	2124
1155	7115	2117
1156	7122	2111
1157	7129	2105
1158	7135	2099
1159	7141	2093
1160	7148	2087
1161	7155	2081
1162	7162	2075
1163	7163	2067
1164	7170	2061
1165	7172	2054
1166	7176	2047
1167	7181	2041
1168	7184	2034
1169	7190	2027
1170	7196	2021
1171	7202	2015
1172	7207	2009
1173	7214	2003
1174	7220	1997
1175	7228	1991
1176	7235	1985
1177	7241	1979
1178	7245	1972
1179	7252	1966
1180	7259	1960
1181	7266	1955
1182	7274	1949
1183	7281	1943
1184	7288	1937
1185	7295	1931
1186	7298	1924
1187	7301	1917
1188	7309	1911
1189	7316	1906
1190	7320	1899
1191	7327	1893
1192	7329	1886
1193	7335	1880
1194	7342	1874
1195	7348	1867
1196	7355	1861
1197	7362	1856
1198	7369	1850
1199	7375	1843
1200	7381	1837
1201	7387	1831
